user_id,platform,country_tier,channel_tier,install_day,install_week,n_install_days,n_platforms,n_countries,n_channels,total_events,active_days_count,first_active_day,last_active_day,distinct_hours_count,retention_d1,retention_d2,retention_d3,retention_d4,retention_d5,retention_d6,retention_d7,events_d0,events_d1,events_d2,events_d3,events_d4,events_d5,events_d6,events_d7,session_count,session_days_count,ad_impression_count,ad_reward_count,ad_days_count,ad_revenue_usd_sum,ad_revenue_usd_mean,ad_revenue_usd_max,unique_ad_networks,unique_ad_placements,iap_count,iap_days_count,iap_revenue_usd_sum,iap_revenue_usd_mean,iap_revenue_usd_max,unique_products_bought,first_iap_day,last_iap_day,revenue_d0,revenue_d1,revenue_d2,revenue_d3,revenue_d4,revenue_d5,revenue_d6,revenue_d7,total_revenue_d7,ltv_d8_d180,active_day_span,avg_sessions_per_active_day,is_payer_d7,is_payer_d8_d180,ad_revenue_ratio_d7,iap_revenue_ratio_d7
11,android,DE,92247aa9,14,2,3,1,3,2,99,2,0,1,13,1,0,0,0,0,0,0,97,2,0,0,0,0,0,0,11,1,88,88,2,0.258884,0.0029418636363636366,0.011115,7,6,0,0,0.0,0.0,0.0,0,-1,-1,0.254596,0.004288,0.0,0.0,0.0,0.0,0.0,0.0,0.258884,7.036829,2,5.5,0,1,1.0,0.0
12,android,IN,bb16a88d,5,0,2,2,2,1,6,1,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,1,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6.0,0,0,0.0,0.0
13,android,RU,92247aa9,25,3,1,1,1,1,562,8,0,7,21,1,1,1,1,1,1,1,6,88,106,103,88,72,68,31,0,0,562,562,8,1.498755,0.00266682384341637,0.007539,9,8,0,0,0.0,0.0,0.0,0,-1,-1,0.024281,0.250497,0.271708,0.272972,0.236861,0.184666,0.178347,0.07942300000000001,1.498755,16.230082,8,0.0,0,1,1.0,0.0
14,android,OTHER,92247aa9,8,1,1,1,1,1,710,8,0,7,18,1,1,1,1,1,1,1,80,66,86,87,112,96,103,80,0,0,710,710,8,1.025599,0.0014445056338028169,0.012795,8,8,0,0,0.0,0.0,0.0,0,-1,-1,0.164608,0.086448,0.134476,0.104272,0.215499,0.142498,0.09599,0.081808,1.025599,14.669224999999996,8,0.0,0,1,1.0,0.0
15,android,RU,bb16a88d,14,2,3,1,2,3,261,8,0,7,22,1,1,1,1,1,1,1,109,42,19,48,23,6,10,4,76,8,185,185,8,0.668707,0.0036146324324324327,0.014951,8,8,0,0,0.0,0.0,0.0,0,-1,-1,0.316649,0.089617,0.074816,0.10780100000000001,0.044599,0.008073,0.023478,0.003674,0.668707,0.883206,8,9.5,0,1,1.0,0.0
16,android,RU,92247aa9,20,2,3,1,3,1,14,3,0,6,6,0,0,0,1,0,1,0,11,0,0,0,1,0,2,0,10,1,4,4,3,0.014122000000000001,0.0035305000000000002,0.005734,4,4,0,0,0.0,0.0,0.0,0,-1,-1,0.002265,0.0,0.0,0.0,0.005734,0.0,0.006123,0.0,0.014122000000000001,4.375543,7,3.3333333333333335,0,1,1.0,0.0
17,android,IN,8ad56f16,19,2,3,2,3,2,9,1,0,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,1,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,9.0,0,0,0.0,0.0
18,android,RU,92247aa9,6,0,2,1,2,3,132,8,0,7,18,1,1,1,1,1,1,1,19,47,24,17,2,5,8,10,77,8,55,55,5,0.242075,0.004401363636363636,0.016147,5,5,0,0,0.0,0.0,0.0,0,-1,-1,0.07844,0.113725,0.031842,0.009411,0.0,0.0,0.0,0.008657,0.242075,83.63591989148433,8,9.625,0,1,1.0,0.0
19,android,UA,8ad56f16,20,2,1,1,1,1,2,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,1,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,0,0,0.0,0.0
20,android,UA,0487c9df,14,2,3,1,3,3,753,8,0,7,19,1,1,1,1,1,1,1,93,83,123,47,169,108,60,70,6,1,747,747,8,1.059945,0.0014189357429718874,0.004049,9,8,0,0,0.0,0.0,0.0,0,-1,-1,0.092897,0.128493,0.171934,0.07322000000000001,0.24254799999999999,0.14146,0.10556,0.103833,1.059945,9.306706999999998,8,0.75,0,1,1.0,0.0
21,android,DE,92247aa9,19,2,4,1,5,1,276,8,0,7,22,1,1,1,1,1,1,1,76,40,11,42,26,41,32,8,252,8,12,12,4,0.034005,0.00283375,0.003331,4,4,12,2,25.230689117162264,2.1025574264301885,3.8031505069847658,3,0,5,20.249550525484104,0.0,0.008221,0.004939,0.017514000000000002,4.984469591678158,0.0,0.0,25.26469411716226,43.3118529248314,8,31.5,1,1,0.0013459494044260154,0.9986540505955741
22,android,US,bb16a88d,3,0,3,1,3,2,8,1,0,0,2,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,1,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8.0,0,0,0.0,0.0
23,android,IN,8ad56f16,22,3,2,1,2,2,661,8,0,7,16,1,1,1,1,1,1,1,113,100,62,74,76,79,91,66,6,1,655,655,8,1.18019,0.00180181679389313,0.003668,9,8,0,0,0.0,0.0,0.0,0,-1,-1,0.18727,0.155025,0.102563,0.12903799999999999,0.170628,0.131348,0.160368,0.14395,1.18019,10.112512000000004,8,0.75,0,1,1.0,0.0
24,android,IR,92247aa9,1,0,2,1,2,1,33,8,0,7,10,1,1,1,1,1,1,1,5,6,2,5,4,4,4,3,4,1,29,29,8,0.656451,0.022636241379310345,0.033386,6,6,0,0,0.0,0.0,0.0,0,-1,-1,0.030919,0.114175,0.03473,0.115975,0.115932,0.099359,0.082754,0.062607,0.656451,22.29322100000001,8,0.5,0,1,1.0,0.0
25,android,RU,92247aa9,3,0,4,1,2,3,1145,8,0,7,22,1,1,1,1,1,1,1,169,132,147,155,130,164,99,149,3,1,1140,1140,8,1.465766,0.001285759649122807,0.063042,9,8,2,1,32.93787628725538,16.46893814362769,20.896733312937595,2,0,0,33.22257028725537,0.24002,0.131384,0.204268,0.134767,0.165264,0.103013,0.202356,34.40364228725537,15.870183999999998,8,0.375,1,1,0.042604965711522474,0.9573950342884777
26,android,IT,0487c9df,3,0,3,1,3,2,143,3,0,5,6,0,0,0,1,1,0,0,95,0,0,0,46,2,0,0,35,3,108,108,3,0.368467,0.0034117314814814813,0.012566,7,7,0,0,0.0,0.0,0.0,0,-1,-1,0.240582,0.0,0.0,0.0,0.11535,0.012535,0.0,0.0,0.368467,0.06323,6,11.666666666666666,0,1,1.0,0.0
28,android,RU,bb16a88d,0,0,3,1,1,2,165,7,0,7,22,1,1,1,0,1,1,1,53,59,14,2,0,2,16,19,91,7,71,71,4,12.799959,0.18028111267605634,0.383374,3,3,3,3,21.88340975522464,7.294469918408214,7.5711117620216815,2,1,7,4.492679,11.467661762021681,0.0,0.0,0.0,0.0,8.345314207429446,10.377713785773514,34.68336875522464,1.235948930440382,8,13.0,1,1,0.36905178070604333,0.6309482192939566
29,ios,OTHER,92247aa9,24,3,3,2,3,2,347,8,0,7,8,1,1,1,1,1,1,1,56,13,35,62,47,2,69,63,6,1,341,341,8,0.127619,0.0003742492668621701,0.003068,10,9,0,0,0.0,0.0,0.0,0,-1,-1,0.021031,0.006014,0.015395,0.028143,0.015378,0.0019709999999999997,0.022561,0.017126,0.127619,1.96502,8,0.75,0,1,1.0,0.0
30,android,OTHER,8ad56f16,13,1,4,1,4,2,102,8,0,7,19,1,1,1,1,1,1,1,13,21,1,13,35,2,13,4,29,6,73,73,6,0.144721,0.0019824794520547943,0.022534,7,6,0,0,0.0,0.0,0.0,0,-1,-1,0.0,0.039565,0.0,0.034658999999999995,0.038092,0.004562,0.02206,0.005783,0.144721,0.132186,8,3.625,0,1,1.0,0.0
31,android,RU,bb16a88d,0,0,2,1,2,2,7,2,0,7,2,0,0,0,0,0,0,1,5,0,0,0,0,0,0,2,7,2,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,3.5,0,0,0.0,0.0
32,android,RU,92247aa9,2,0,3,2,2,3,25,3,0,7,4,0,0,1,0,0,0,1,23,0,0,1,0,0,0,1,10,1,15,15,3,0.108764,0.007250933333333333,0.01072,4,4,0,0,0.0,0.0,0.0,0,-1,-1,0.09102,0.0,0.0,0.01072,0.0,0.0,0.0,0.007024,0.108764,0.184567,8,3.3333333333333335,0,1,1.0,0.0
33,ios,FR,92247aa9,0,0,3,2,3,2,9,1,0,0,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,5,1,2,2,1,0.033298999999999995,0.016649499999999998,0.016652,1,1,2,1,5.728046055466338,2.864023027733169,4.777107443836711,2,0,0,5.761345055466339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.761345055466339,24.52175732899995,1,5.0,1,1,0.005779726726904866,0.994220273273095
34,android,OTHER,8ad56f16,4,0,2,1,2,2,12,2,0,4,4,0,0,0,1,0,0,0,11,0,0,0,1,0,0,0,11,2,1,1,1,0.072625,0.072625,0.072625,1,1,0,0,0.0,0.0,0.0,0,-1,-1,0.072625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.072625,0.0,5,5.5,0,0,1.0,0.0
35,ios,OTHER,bb16a88d,0,0,1,2,2,2,17,6,1,7,5,1,0,1,1,1,1,1,0,2,0,3,1,1,8,2,0,0,17,17,6,0.023979,0.0014105294117647059,0.003831,6,6,0,0,0.0,0.0,0.0,0,-1,-1,0.0,0.005875,0.0,0.002609,0.001172,0.000847,0.0064930000000000005,0.006983,0.023979,0.5967579999999999,7,0.0,0,1,1.0,0.0
37,android,RU,bb16a88d,22,3,4,2,3,2,561,8,0,7,21,1,1,1,1,1,1,1,34,38,134,127,77,58,69,24,87,7,474,474,8,1.148811,0.002423651898734177,0.010723,12,11,0,0,0.0,0.0,0.0,0,-1,-1,0.081417,0.084946,0.266528,0.16894900000000002,0.118401,0.165637,0.192613,0.07032000000000001,1.148811,0.172183,8,10.875,0,1,1.0,0.0
38,android,OTHER,8ad56f16,25,3,2,1,2,2,6,1,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,1,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6.0,0,0,0.0,0.0
39,ios,RU,bb16a88d,3,0,2,2,2,2,1201,8,0,7,22,1,1,1,1,1,1,1,171,105,160,170,153,165,111,166,60,3,1141,1141,8,1.265795,0.001109373356704645,0.00769,9,8,0,0,0.0,0.0,0.0,0,-1,-1,0.162397,0.120211,0.177513,0.179114,0.156334,0.196604,0.11484,0.158782,1.265795,17.312502000000002,8,7.5,0,1,1.0,0.0
41,android,IN,92247aa9,1,0,1,1,1,1,2,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,1,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,0,0,0.0,0.0
43,android,PL,0a1068d4,16,2,2,1,2,2,443,8,0,7,23,1,1,1,1,1,1,1,80,19,13,37,55,102,56,81,6,1,437,437,8,0.588861,0.001347508009153318,0.019753,9,8,0,0,0.0,0.0,0.0,0,-1,-1,0.204835,0.009833999999999999,0.019449,0.052458,0.035073,0.130662,0.065636,0.070914,0.588861,2.1394729999999997,8,0.75,0,1,1.0,0.0
44,android,RU,bb16a88d,5,0,4,2,4,2,20,1,0,0,7,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,20,1,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,20.0,0,0,0.0,0.0
45,android,DE,8ad56f16,3,0,2,1,2,2,9,1,0,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,5,1,4,4,1,0.37203600000000003,0.09300900000000001,0.115501,2,2,0,0,0.0,0.0,0.0,0,-1,-1,0.37203600000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37203600000000003,0.0,1,5.0,0,0,1.0,0.0
46,android,UZ,92247aa9,20,2,3,1,3,2,137,8,0,7,8,1,1,1,1,1,1,1,36,16,31,21,17,9,4,3,8,1,129,129,8,0.047053,0.0003647519379844961,0.001086,9,9,0,0,0.0,0.0,0.0,0,-1,-1,0.01124,0.005348,0.010491,0.006752,0.006364,0.003901,0.00155,0.001407,0.047053,1.4478630000000008,8,1.0,0,1,1.0,0.0
47,android,UA,0487c9df,10,1,2,1,3,3,8,1,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,7,1,1,1,1,0.007575,0.007575,0.007575,1,1,0,0,0.0,0.0,0.0,0,-1,-1,0.007575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007575,0.0,1,7.0,0,0,1.0,0.0
48,android,OTHER,8ad56f16,1,0,4,2,3,2,346,7,0,6,18,1,1,1,1,1,1,0,26,38,64,73,83,43,19,0,84,7,262,262,7,0.6374609999999999,0.0024330572519083967,0.015995,10,9,0,0,0.0,0.0,0.0,0,-1,-1,0.088708,0.08920499999999999,0.22292700000000001,0.097809,0.086286,0.038259,0.014267,0.0,0.6374609999999999,0.020202,7,12.0,0,1,1.0,0.0
49,ios,US,bb16a88d,25,3,2,2,2,2,53,4,0,4,8,0,1,1,1,0,0,0,40,0,1,10,2,0,0,0,9,1,44,44,4,6.06943,0.1379415909090909,0.358373,4,5,0,0,0.0,0.0,0.0,0,-1,-1,5.655885,0.0,0.027495,0.320507,0.065543,0.0,0.0,0.0,6.06943,4.981679,5,2.25,0,1,1.0,0.0
50,android,IN,bb16a88d,2,0,2,1,2,2,7,2,0,1,4,1,0,0,0,0,0,0,5,2,0,0,0,0,0,0,7,2,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3.5,0,0,0.0,0.0
51,android,RU,bb16a88d,17,2,2,1,3,2,897,8,0,7,24,1,1,1,1,1,1,1,116,81,137,165,60,115,133,90,157,8,740,740,8,0.74571,0.0010077162162162162,0.004215,9,8,0,0,0.0,0.0,0.0,0,-1,-1,0.100982,0.078577,0.094093,0.152454,0.043338,0.105598,0.097076,0.073592,0.74571,2.364983,8,19.625,0,1,1.0,0.0
52,ios,OTHER,0a0ae9c4,20,2,3,2,3,2,510,8,0,7,24,1,1,1,1,1,1,1,74,102,70,45,85,43,34,57,62,7,448,448,8,1.453705,0.003244877232142857,0.136271,9,11,0,0,0.0,0.0,0.0,0,-1,-1,0.436083,0.379379,0.187663,0.120201,0.135467,0.068259,0.036194,0.090459,1.453705,2.710786,8,7.75,0,1,1.0,0.0
53,android,RU,92247aa9,0,0,2,1,2,2,148,8,0,7,16,1,1,1,1,1,1,1,25,61,16,13,7,4,3,19,2,1,146,146,8,0.175602,0.0012027534246575344,0.002416,8,7,0,0,0.0,0.0,0.0,0,-1,-1,0.031113000000000002,0.069623,0.016787,0.014294,0.00839,0.006051,0.00543,0.023914,0.175602,0.150229,8,0.25,0,1,1.0,0.0
54,android,IN,92247aa9,1,0,4,2,2,1,488,8,0,7,19,1,1,1,1,1,1,1,59,67,79,58,33,68,56,68,15,1,473,473,8,0.518784,0.0010967949260042285,0.004518,9,8,0,0,0.0,0.0,0.0,0,-1,-1,0.044552,0.119597,0.091987,0.05634,0.021024,0.061233,0.05798,0.066071,0.518784,11.511879000000002,8,1.875,0,1,1.0,0.0
56,android,IR,92247aa9,29,4,2,1,3,1,1470,8,0,7,24,1,1,1,1,1,1,1,278,271,256,187,173,137,95,73,0,0,1470,1470,8,1.325187,0.0009014877551020408,0.002915,11,10,0,0,0.0,0.0,0.0,0,-1,-1,0.251531,0.250598,0.199507,0.188759,0.143987,0.131378,0.098749,0.060678,1.325187,13.708362000000006,8,0.0,0,1,1.0,0.0
58,android,UA,92247aa9,14,2,3,2,2,2,228,8,0,7,14,1,1,1,1,1,1,1,11,49,36,75,4,17,29,7,11,2,217,217,8,0.47954,0.0022098617511520737,0.005784,9,8,0,0,0.0,0.0,0.0,0,-1,-1,0.018002999999999998,0.157006,0.099184,0.123368,0.004347,0.010509000000000001,0.058427,0.008696,0.47954,6.853624000000001,8,1.375,0,1,1.0,0.0
59,android,BR,bb16a88d,17,2,2,1,2,2,13,4,0,3,5,1,1,1,0,0,0,0,9,2,1,1,0,0,0,0,13,4,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3.25,0,0,0.0,0.0
60,ios,US,bb16a88d,15,2,5,2,5,3,110,5,0,6,12,0,0,1,1,1,1,0,46,0,0,4,8,32,20,0,110,5,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,22.0,0,0,0.0,0.0
61,android,RU,92247aa9,29,4,2,1,3,2,107,8,0,7,18,1,1,1,1,1,1,1,15,9,6,20,13,13,13,18,6,1,101,101,8,0.263814,0.002612019801980198,0.005574,6,6,0,0,0.0,0.0,0.0,0,-1,-1,0.020484,0.019909,0.016117,0.05626,0.046761,0.036535,0.029870999999999998,0.037877,0.263814,10.116405999999998,8,0.75,0,1,1.0,0.0
62,ios,DE,92247aa9,0,0,4,2,4,2,122,4,0,3,13,1,1,1,0,0,0,0,57,28,28,9,0,0,0,0,14,3,108,108,4,0.569044,0.005268925925925926,0.023412,7,7,0,0,0.0,0.0,0.0,0,-1,-1,0.016985,0.215753,0.23841299999999999,0.097893,0.0,0.0,0.0,0.0,0.569044,0.0,4,3.5,0,0,1.0,0.0
63,ios,VN,92247aa9,1,0,1,1,1,1,7,2,0,1,2,1,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,7,7,2,0.00383,0.0005471428571428572,0.000712,4,4,0,0,0.0,0.0,0.0,0,-1,-1,0.001392,0.0024379999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.00383,0.0,2,0.0,0,0,1.0,0.0
64,android,UZ,92247aa9,10,1,3,1,2,1,442,8,0,7,21,1,1,1,1,1,1,1,6,1,3,19,119,71,108,115,14,5,428,428,8,0.430735,0.0010063901869158877,0.00398,8,7,0,0,0.0,0.0,0.0,0,-1,-1,0.00398,0.002625,0.007233,0.020758,0.112817,0.075073,0.093525,0.114724,0.430735,15.09563,8,1.75,0,1,1.0,0.0
65,ios,US,bb16a88d,20,2,2,2,2,2,13,5,0,7,7,0,0,1,1,0,1,1,5,0,0,2,2,0,2,2,5,1,8,8,4,0.034195,0.004274375,0.005513,2,2,0,0,0.0,0.0,0.0,0,-1,-1,0.0,0.0,0.0,0.010245,0.005822000000000001,0.0,0.009977,0.008151,0.034195,0.337388,8,1.0,0,1,1.0,0.0
66,android,VN,92247aa9,4,0,1,1,1,1,1024,8,0,7,19,1,1,1,1,1,1,1,123,188,84,94,149,138,142,106,0,0,1024,1024,8,0.66808,0.000652421875,0.003506,9,9,0,0,0.0,0.0,0.0,0,-1,-1,0.064654,0.082284,0.102008,0.054481,0.084763,0.211626,0.040689,0.027575,0.66808,4.906761,8,0.0,0,1,1.0,0.0
67,ios,OTHER,bb16a88d,26,3,2,2,2,2,9,2,0,2,4,0,1,0,0,0,0,0,8,0,1,0,0,0,0,0,9,2,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4.5,0,0,0.0,0.0
68,android,PL,bb16a88d,4,0,3,1,3,2,529,8,0,7,21,1,1,1,1,1,1,1,54,64,35,96,89,64,63,64,4,1,525,525,8,1.083411,0.00206364,0.013562,10,9,0,0,0.0,0.0,0.0,0,-1,-1,0.13145500000000002,0.169122,0.096678,0.226335,0.160144,0.075836,0.118037,0.105804,1.083411,5.969716999999999,8,0.5,0,1,1.0,0.0
69,ios,FR,bb16a88d,17,2,3,2,2,2,8,1,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,6,1,2,2,1,0.015015,0.0075075,0.007762,2,2,0,0,0.0,0.0,0.0,0,-1,-1,0.015015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015015,5.139801000000002,1,6.0,0,1,1.0,0.0
70,android,RU,bb16a88d,1,0,4,1,4,2,119,7,0,7,10,1,1,1,1,0,1,1,51,16,20,4,8,0,4,16,119,7,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,17.0,0,0,0.0,0.0
72,android,VN,92247aa9,1,0,2,1,2,2,792,8,0,7,24,1,1,1,1,1,1,1,92,100,96,96,187,118,62,41,83,8,709,709,8,1.417606,0.001999444287729196,0.012217,11,10,0,0,0.0,0.0,0.0,0,-1,-1,0.028000999999999998,0.22941,0.250205,0.272728,0.245263,0.212084,0.106738,0.073177,1.417606,0.2801609999999999,8,10.375,0,1,1.0,0.0
74,android,RU,92247aa9,6,0,2,1,2,2,11,4,0,7,4,0,0,1,0,1,0,1,4,0,0,3,0,2,0,2,2,1,9,9,4,0.635693,0.07063255555555555,0.08238,2,2,0,0,0.0,0.0,0.0,0,-1,-1,0.113608,0.0,0.0,0.231735,0.0,0.141247,0.0,0.14910299999999999,0.635693,8.040636999999998,8,0.5,0,1,1.0,0.0
75,android,RU,92247aa9,25,3,3,1,3,2,14,3,0,3,6,1,0,1,0,0,0,0,10,2,0,2,0,0,0,0,10,1,4,4,2,0.023787,0.00594675,0.00801,2,2,0,0,0.0,0.0,0.0,0,-1,-1,0.0,0.013108,0.0,0.010679000000000001,0.0,0.0,0.0,0.0,0.023787,2.872942,4,3.3333333333333335,0,1,1.0,0.0
76,android,VN,92247aa9,3,0,2,1,2,2,9,1,0,0,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,6,1,3,3,1,0.008941,0.002980333333333333,0.004611,1,1,0,0,0.0,0.0,0.0,0,-1,-1,0.008941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008941,0.0381769999999999,1,6.0,0,1,1.0,0.0
