user_id,platform,country_tier,channel_tier,install_day,install_week,n_install_days,n_platforms,n_countries,n_channels,total_events,active_days_count,first_active_day,last_active_day,distinct_hours_count,retention_d1,retention_d2,retention_d3,retention_d4,retention_d5,retention_d6,retention_d7,events_d0,events_d1,events_d2,events_d3,events_d4,events_d5,events_d6,events_d7,session_count,session_days_count,ad_impression_count,ad_reward_count,ad_days_count,ad_revenue_usd_sum,ad_revenue_usd_mean,ad_revenue_usd_max,unique_ad_networks,unique_ad_placements,iap_count,iap_days_count,iap_revenue_usd_sum,iap_revenue_usd_mean,iap_revenue_usd_max,unique_products_bought,first_iap_day,last_iap_day,revenue_d0,revenue_d1,revenue_d2,revenue_d3,revenue_d4,revenue_d5,revenue_d6,revenue_d7,total_revenue_d7,ltv_d8_d180,active_day_span,avg_sessions_per_active_day,is_payer_d7,is_payer_d8_d180,ad_revenue_ratio_d7,iap_revenue_ratio_d7
76766,android,OTHER,92247aa9,0,0,1,1,1,1,1,1,6,6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0,0,1,1,0.9325188853146348,0.9325188853146348,0.9325188853146348,1,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.9325188853146348,0.0,0.9325188853146348,212.5265954420968,1,0.0,1,1,0.0,1.0
1750,android,UA,92247aa9,15,2,2,1,1,1,271,8,0,7,14,1,1,1,1,1,1,1,33,51,49,24,17,29,22,46,3,1,268,268,8,0.107806,0.0004022611940298,0.001347,9,8,0,0,0.0,0.0,0.0,0,-1,-1,0.0124149999999999,0.0170939999999999,0.015965,0.011764,0.008572,0.012885,0.012346,0.016765,0.107806,4.183216,8,0.375,0,1,1.0,0.0
89359,android,US,8ad56f16,6,0,1,1,1,1,3,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,1,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,0,0,0.0,0.0
40189,ios,US,92247aa9,6,0,1,1,1,1,4,1,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,1,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4.0,0,0,0.0,0.0
1950,android,IR,8ad56f16,21,3,2,1,3,1,117,2,0,1,7,1,0,0,0,0,0,0,90,27,0,0,0,0,0,0,117,2,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,58.5,0,0,0.0,0.0
54367,android,UZ,92247aa9,3,0,2,1,3,2,780,8,0,7,21,1,1,1,1,1,1,1,165,98,112,63,140,67,75,60,12,1,768,768,8,0.598183,0.0007788841145833,0.001903,9,8,0,0,0.0,0.0,0.0,0,-1,-1,0.066512,0.133812,0.024975,0.089064,0.058613,0.0805029999999999,0.098289,0.046415,0.598183,9.733448,8,1.5,0,1,1.0,0.0
34226,android,RU,92247aa9,1,0,3,2,3,2,7,2,0,6,3,0,0,0,0,0,1,0,6,0,0,0,0,0,1,0,6,1,1,1,1,0.806875,0.806875,0.806875,1,1,0,0,0.0,0.0,0.0,0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.806875,0.0,0.806875,2.60195,7,3.0,0,1,1.0,0.0
27125,android,IT,3bc36bb9,0,0,3,1,2,2,125,8,0,7,20,1,1,1,1,1,1,1,21,17,22,12,8,30,12,3,101,7,23,23,7,0.270154,0.0117458260869565,0.026839,5,5,1,1,1.2040914736373234,1.2040914736373234,1.2040914736373234,1,4,4,0.108844,0.028152,0.0227209999999999,0.0,1.2306994736373231,0.0275639999999999,0.026594,0.029671,1.4742454736373232,52.26175091703003,8,12.625,1,1,0.1832489940318176,0.8167510059681825
49070,android,VN,92247aa9,1,0,4,1,2,1,1476,8,0,7,24,1,1,1,1,1,1,1,287,191,279,142,237,151,70,119,7,1,1469,1469,8,3.725657,0.0025361858407079,0.022555,12,11,0,0,0.0,0.0,0.0,0,-1,-1,0.757507,0.480763,0.644291,0.387043,0.797529,0.30525,0.138322,0.214952,3.725657,9.873737999999998,8,0.875,0,1,1.0,0.0
86378,android,OTHER,8ad56f16,21,3,1,1,1,1,34,5,0,7,10,0,1,1,0,1,0,1,13,0,12,3,0,1,0,5,34,5,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,6.8,0,0,0.0,0.0
28750,android,TR,8ad56f16,14,2,1,1,1,1,2,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,1,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,0,0,0.0,0.0
14498,android,TR,92247aa9,23,3,3,1,4,2,13,2,0,1,6,1,0,0,0,0,0,0,12,1,0,0,0,0,0,0,13,2,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,6.5,0,0,0.0,0.0
35862,android,OTHER,8ad56f16,0,0,2,2,1,2,33,8,0,7,15,1,1,1,1,1,1,1,7,3,2,3,5,4,4,5,31,8,2,2,2,0.070865,0.0354325,0.06033,2,2,0,0,0.0,0.0,0.0,0,-1,-1,0.06033,0.0,0.0,0.0,0.0,0.0,0.010535,0.0,0.070865,0.0,8,3.875,0,0,1.0,0.0
77323,android,RU,bb16a88d,18,2,1,1,1,1,4,1,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,1,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4.0,0,0,0.0,0.0
49028,ios,US,bb16a88d,0,0,3,2,3,2,1459,8,0,7,20,1,1,1,1,1,1,1,162,170,153,165,111,166,157,375,0,0,1459,1459,8,1.680022,0.0011514886908841,0.04248,10,12,0,0,0.0,0.0,0.0,0,-1,-1,0.260559,0.179114,0.156334,0.196604,0.11484,0.158782,0.193791,0.419998,1.680022,16.950454000000004,8,0.0,0,1,1.0,0.0
55682,android,US,8ad56f16,0,0,1,1,1,1,43,8,0,7,12,1,1,1,1,1,1,1,2,9,5,2,6,4,5,10,43,8,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054633,8,5.375,0,1,0.0,0.0
76913,android,IN,92247aa9,10,1,1,1,1,1,2,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,1,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,0,0,0.0,0.0
58980,android,RU,92247aa9,0,0,5,2,3,2,77,7,0,7,15,1,1,1,1,1,0,1,21,16,8,4,8,12,0,8,28,2,48,48,6,0.595468,0.0124055833333333,0.04359,6,6,1,1,9.723293668190871,9.723293668190871,9.723293668190871,1,0,0,9.723293668190871,0.089724,0.067084,0.052676,0.2154879999999999,0.0962,0.0,0.074296,10.318761668190872,7.374850000000001,8,4.0,1,1,0.057707312093041,0.9422926879069587
74796,ios,RU,bb16a88d,2,0,2,2,2,2,132,7,0,7,14,0,1,1,1,1,1,1,9,0,37,2,18,34,18,14,38,7,94,94,5,0.419872,0.0044667234042553,0.019824,7,7,0,0,0.0,0.0,0.0,0,-1,-1,0.0,0.0,0.249806,0.0,0.040197,0.069867,0.02778,0.032222,0.419872,0.3449939999999999,8,5.428571428571429,0,1,1.0,0.0
35580,android,RU,bb16a88d,10,1,1,1,2,2,226,8,0,7,14,1,1,1,1,1,1,1,49,3,10,2,74,47,26,15,5,1,221,221,8,0.125719,0.0005688642533936,0.037929,9,9,0,0,0.0,0.0,0.0,0,-1,-1,0.055066,0.000847,0.003609,0.004394,0.03405,0.014702,0.007951,0.0051,0.125719,1.404239000000001,8,0.625,0,1,1.0,0.0
65095,android,OTHER,92247aa9,10,1,2,1,2,2,10,2,0,3,2,0,0,1,0,0,0,0,8,0,0,2,0,0,0,0,6,2,4,4,2,3.975618,0.9939045,1.0217,2,2,0,0,0.0,0.0,0.0,0,-1,-1,2.953918,0.0,0.0,1.0217,0.0,0.0,0.0,0.0,3.975618,2.514176,4,3.0,0,1,1.0,0.0
19837,android,RU,92247aa9,0,0,2,2,2,1,92,5,0,4,17,1,1,1,1,0,0,0,31,25,15,7,14,0,0,0,38,5,54,54,4,0.184268,0.0034123703703703,0.0082,4,4,0,0,0.0,0.0,0.0,0,-1,-1,0.072634,0.056788,0.02329,0.0,0.031556,0.0,0.0,0.0,0.184268,12.693882000000002,5,7.6,0,1,1.0,0.0
33698,android,UZ,92247aa9,23,3,3,2,3,1,989,8,0,7,24,1,1,1,1,1,1,1,118,76,136,150,117,119,156,117,3,1,986,986,8,0.335189,0.000339948275862,0.022185,12,11,0,0,0.0,0.0,0.0,0,-1,-1,0.027047,0.023378,0.027971,0.09443,0.034421,0.034941,0.046766,0.046235,0.335189,6.905795,8,0.375,0,1,1.0,0.0
45719,ios,RU,92247aa9,1,0,2,2,2,2,6,1,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,1,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6.0,0,0,0.0,0.0
9891,android,OTHER,bb16a88d,7,1,4,2,2,2,358,8,0,7,19,1,1,1,1,1,1,1,37,48,63,83,61,28,24,14,84,8,274,274,8,0.291197,0.0010627627737226,0.01386,8,8,0,0,0.0,0.0,0.0,0,-1,-1,0.015844,0.034154,0.046555,0.099479,0.027262,0.0081079999999999,0.0289689999999999,0.030826,0.291197,7.905598999999997,8,10.5,0,1,1.0,0.0
51315,ios,RU,92247aa9,12,1,2,2,2,1,310,8,0,7,14,1,1,1,1,1,1,1,7,8,10,77,45,42,50,71,0,0,306,306,8,0.247298,0.0008081633986928,0.002444,10,9,4,1,15.072359857200077,3.7680899643000183,6.288540070810473,2,0,0,15.076128857200075,0.011432,0.017239,0.055263,0.033848,0.047919,0.046988,0.03084,15.319657857200074,2.159878,8,0.0,1,1,0.0161425276142033,0.9838574723857968
46291,ios,US,bb16a88d,18,2,4,2,4,2,383,8,0,7,15,1,1,1,1,1,1,1,75,50,52,67,30,36,41,32,3,1,380,380,8,2.551172,0.0067136105263157,0.145118,9,8,0,0,0.0,0.0,0.0,0,-1,-1,1.799825,0.049332,0.607361,0.037286,0.01333,0.013219,0.019295,0.011524,2.551172,1.1234239999999998,8,0.375,0,1,1.0,0.0
50954,android,UZ,92247aa9,0,0,1,1,1,1,1,1,5,5,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0.005636,0.005636,0.005636,1,1,0,0,0.0,0.0,0.0,0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.005636,0.0,0.0,0.005636,0.078316,1,0.0,0,1,1.0,0.0
10322,android,RU,92247aa9,19,2,1,1,1,1,321,8,0,7,14,1,1,1,1,1,1,1,52,53,53,42,47,37,4,33,0,0,321,321,8,0.363227,0.0011315482866043,0.002488,9,8,0,0,0.0,0.0,0.0,0,-1,-1,0.056794,0.062163,0.049656,0.048251,0.052557,0.04533,0.006399,0.042077,0.363227,1.384806,8,0.0,0,1,1.0,0.0
21548,android,OTHER,8ad56f16,1,0,2,1,2,2,1551,8,0,7,19,1,1,1,1,1,1,1,174,175,160,106,177,325,189,245,3,1,1548,1548,8,1.593838,0.0010296111111111,0.006969,11,10,0,0,0.0,0.0,0.0,0,-1,-1,0.204421,0.18319,0.129582,0.158948,0.365751,0.202499,0.177282,0.172165,1.593838,36.68755899999999,8,0.375,0,1,1.0,0.0
35845,ios,RU,92247aa9,21,3,3,2,2,2,14,3,0,6,5,0,0,1,0,0,1,0,11,0,0,2,0,0,1,0,3,1,11,11,3,0.379516,0.0345014545454545,0.083542,3,4,0,0,0.0,0.0,0.0,0,-1,-1,0.145531,0.0,0.0,0.150443,0.0,0.0,0.083542,0.0,0.379516,9.116911,7,1.0,0,1,1.0,0.0
60769,android,RU,92247aa9,17,2,1,1,1,1,54,7,0,7,8,1,0,1,1,1,1,1,1,5,0,1,3,34,5,5,0,0,54,54,7,0.085799,0.0015888703703703,0.002525,7,7,0,0,0.0,0.0,0.0,0,-1,-1,0.002168,0.009773,0.0,0.002525,0.006284,0.051627,0.006857,0.006565,0.085799,1.4315839999999993,8,0.0,0,1,1.0,0.0
6640,android,OTHER,92247aa9,14,2,2,1,2,2,8,1,0,0,2,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,1,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8.0,0,0,0.0,0.0
18180,ios,RU,bb16a88d,18,2,2,2,2,2,518,7,0,7,18,1,1,1,1,0,1,1,89,80,92,62,29,0,78,88,5,2,513,513,7,0.834591,0.0016268830409356,0.029445,11,10,0,0,0.0,0.0,0.0,0,-1,-1,0.131565,0.121519,0.092411,0.0882849999999999,0.057277,0.0,0.11874,0.224794,0.834591,4.443891,8,0.7142857142857143,0,1,1.0,0.0
39177,android,RU,bb16a88d,1,0,4,2,4,3,1232,8,0,7,20,1,1,1,1,1,1,1,218,119,179,109,176,140,158,133,17,4,1215,1215,8,0.50878,0.0004187489711934,0.025774,11,13,0,0,0.0,0.0,0.0,0,-1,-1,0.181293,0.106111,0.098661,0.032821,0.025973,0.021406,0.023071,0.019444,0.50878,4.7691550000000005,8,2.125,0,1,1.0,0.0
11697,android,IN,92247aa9,9,1,4,1,3,3,41,7,0,7,16,1,0,1,1,1,1,1,17,2,0,4,7,2,2,7,40,7,1,1,1,0.014525,0.014525,0.014525,1,1,0,0,0.0,0.0,0.0,0,-1,-1,0.0,0.0,0.0,0.0,0.014525,0.0,0.0,0.0,0.014525,0.0,8,5.714285714285714,0,0,1.0,0.0
52076,android,DE,bb16a88d,10,1,2,1,3,1,873,8,0,7,19,1,1,1,1,1,1,1,108,234,108,153,90,36,63,81,747,8,126,126,4,3.008934,0.0238804285714285,0.042488,4,4,0,0,0.0,0.0,0.0,0,-1,-1,0.0,1.596465,0.485865,0.471699,0.454905,0.0,0.0,0.0,3.008934,0.106129,8,93.375,0,1,1.0,0.0
96713,android,TR,8ad56f16,24,3,1,1,1,1,3,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,1,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,0,0,0.0,0.0
4930,android,CZ,8ad56f16,1,0,4,1,4,3,179,7,0,6,18,1,1,1,1,1,1,0,73,28,41,27,2,3,5,0,19,2,160,160,7,1.766701,0.01104188125,0.035678,8,7,0,0,0.0,0.0,0.0,0,-1,-1,0.763619,0.248249,0.48552,0.19786,0.017223,0.030616,0.023614,0.0,1.766701,5.347695999999998,7,2.7142857142857144,0,1,1.0,0.0
25041,android,UK,bb16a88d,18,2,3,1,3,3,13,1,0,0,3,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,13,1,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.419568,1,13.0,0,1,0.0,0.0
66245,android,IN,92247aa9,3,0,1,1,1,1,6,1,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,1,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6.0,0,0,0.0,0.0
10318,android,ES,92247aa9,0,0,1,1,1,1,2,2,2,5,2,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,2,2,2,0.0142,0.0071,0.007609,2,2,0,0,0.0,0.0,0.0,0,-1,-1,0.0,0.0,0.007609,0.0,0.0,0.006591,0.0,0.0,0.0142,0.2226199999999999,4,0.0,0,1,1.0,0.0
41182,android,NL,92247aa9,1,0,2,1,3,2,11,1,0,0,4,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,6,1,5,5,1,0.053624,0.0107248,0.013706,1,1,0,0,0.0,0.0,0.0,0,-1,-1,0.053624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053624,0.0,1,6.0,0,0,1.0,0.0
36855,android,DE,bb16a88d,26,3,1,1,1,1,8,1,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,4,1,4,4,1,0.167661,0.04191525,0.045025,2,2,0,0,0.0,0.0,0.0,0,-1,-1,0.167661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.167661,0.0,1,4.0,0,0,1.0,0.0
16160,android,RU,92247aa9,0,0,3,2,2,2,30,5,0,4,8,1,1,1,1,0,0,0,14,3,9,3,1,0,0,0,8,1,22,22,5,0.393686,0.0178948181818181,0.311083,5,6,0,0,0.0,0.0,0.0,0,-1,-1,0.334167,0.0144509999999999,0.032567,0.009224,0.003277,0.0,0.0,0.0,0.393686,0.013633,5,1.6,0,1,1.0,0.0
54018,android,BR,bb16a88d,11,1,2,1,2,2,23,2,0,1,10,1,0,0,0,0,0,0,17,6,0,0,0,0,0,0,22,2,1,1,1,0.053705,0.053705,0.053705,1,1,0,0,0.0,0.0,0.0,0,-1,-1,0.053705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053705,0.0,2,11.0,0,0,1.0,0.0
70806,android,ID,8ad56f16,4,0,1,1,1,1,8,3,0,6,4,0,0,0,0,1,1,0,6,0,0,0,0,1,1,0,7,3,1,1,1,0.007968,0.007968,0.007968,1,1,0,0,0.0,0.0,0.0,0,-1,-1,0.007968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007968,0.045755,7,2.3333333333333335,0,1,1.0,0.0
40835,ios,RU,92247aa9,15,2,2,2,1,1,185,4,0,3,18,1,1,1,0,0,0,0,49,55,78,3,0,0,0,0,12,3,173,173,3,0.721163,0.0041685722543352,0.006849,7,6,0,0,0.0,0.0,0.0,0,-1,-1,0.201048,0.21919,0.300925,0.0,0.0,0.0,0.0,0.0,0.721163,9.160926000000002,4,3.0,0,1,1.0,0.0
62084,android,RU,92247aa9,12,1,3,1,3,2,808,8,0,7,24,1,1,1,1,1,1,1,116,69,126,122,77,65,147,86,112,8,696,696,8,0.712411,0.0010235790229885,0.005645,8,7,0,0,0.0,0.0,0.0,0,-1,-1,0.141188,0.09009,0.111509,0.100996,0.063855,0.046223,0.1003,0.0582499999999999,0.712411,12.090298,8,14.0,0,1,1.0,0.0
28456,android,US,0a1068d4,5,0,3,1,2,3,19,8,0,7,11,1,1,1,1,1,1,1,4,2,1,3,2,2,2,3,4,1,15,15,7,0.046848,0.0031232,0.004253,4,3,0,0,0.0,0.0,0.0,0,-1,-1,0.0,0.006104,0.004253,0.009915,0.006017,0.006693,0.005934,0.007932,0.046848,1.6442750000000004,8,0.5,0,1,1.0,0.0
48781,android,RU,92247aa9,1,0,2,1,1,2,4,2,0,1,2,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,2,1,1,1,1,0.067728,0.067728,0.067728,1,1,1,1,1.2499747479848893,1.2499747479848893,1.2499747479848893,1,1,1,0.067728,1.2499747479848893,0.0,0.0,0.0,0.0,0.0,0.0,1.3177027479848893,13.038563000000002,2,1.0,1,1,0.0513985419728187,0.9486014580271812
65647,android,OTHER,92247aa9,11,1,1,1,1,1,4,1,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,1,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4.0,0,0,0.0,0.0
37677,android,RU,92247aa9,18,2,1,1,1,1,2,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,1,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,0,0,0.0,0.0
84988,android,ES,92247aa9,23,3,1,1,1,1,2,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,1,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,0,0,0.0,0.0
18437,ios,FR,92247aa9,3,0,3,2,3,1,34,4,0,3,12,1,1,1,0,0,0,0,12,9,11,2,0,0,0,0,29,4,5,5,2,0.173704,0.0347408,0.055719,2,2,0,0,0.0,0.0,0.0,0,-1,-1,0.0,0.050065,0.123639,0.0,0.0,0.0,0.0,0.0,0.173704,0.036103,4,7.25,0,1,1.0,0.0
24471,android,VN,92247aa9,2,0,1,1,1,1,528,8,0,7,18,1,1,1,1,1,1,1,76,59,110,101,76,73,8,25,0,0,528,528,8,0.336656,0.000637606060606,0.00327,10,9,0,0,0.0,0.0,0.0,0,-1,-1,0.061714,0.026944,0.05715,0.041143,0.029276,0.039783,0.0091209999999999,0.071525,0.336656,2.398251,8,0.0,0,1,1.0,0.0
2175,android,VN,92247aa9,2,0,2,1,2,2,1135,8,0,7,20,1,1,1,1,1,1,1,133,143,138,157,137,152,154,121,0,0,1135,1135,8,0.881906,0.0007770096916299,0.00327,11,10,0,0,0.0,0.0,0.0,0,-1,-1,0.094609,0.083803,0.1112129999999999,0.100356,0.118006,0.132259,0.130166,0.111494,0.881906,2.4247280000000004,8,0.0,0,1,1.0,0.0
88707,android,OTHER,bb16a88d,0,0,1,1,1,1,4,2,0,5,3,0,0,0,0,1,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,4,2,208.3034708293596,52.075867707339896,146.2743858909993,4,0,5,184.88311410849084,0.0,0.0,0.0,0.0,23.420356720868735,0.0,0.0,208.3034708293596,5165.808641128862,6,0.0,1,1,0.0,1.0
57025,android,DE,0487c9df,3,0,2,1,2,1,178,8,0,7,16,1,1,1,1,1,1,1,50,83,14,8,6,3,6,8,64,8,114,114,7,1.658357,0.0145469912280701,0.051708,4,4,0,0,0.0,0.0,0.0,0,-1,-1,0.726486,0.747652,0.072543,0.030029,0.030969,0.008638,0.0,0.04204,1.658357,0.0152,8,8.0,0,1,1.0,0.0
